NofPmids,NofSnps,associationType,diseaseId,diseaseName,diseaseType,disease_mention,geneId,geneSymbol,gene_mention,originalSource,pmid,raw_sentence,score,sentence,source
3.0,52.0,Biomarker,C0007194,Hypertrophic Cardiomyopathy,disease,HCM,4607,MYBPC3,MYBPC3,CTD_human,22076249,"Hypertrophic cardiomyopathy (HCM) is characterized by asymmetric septal hypertrophy and is often caused by mutations in MYBPC3 gene encoding cardiac myosin-binding protein C. In contrast to humans, who are already affected at the heterozygous state, mouse models develop the phenotype mainly at the homozygous state.",0.49636328609141,"<span class=""disease"" id=""22076249-1-0-27"">Hypertrophic cardiomyopathy</span> (<span class=""disease"" id=""22076249-1-29-32"">HCM</span>) is characterized by asymmetric septal hypertrophy and is often caused by mutations in <span class=""gene"" id=""22076249-1-120-126"">MYBPC3</span> gene encoding cardiac myosin-binding protein C. In contrast to humans, who are already affected at the heterozygous state, mouse models develop the phenotype mainly at the homozygous state.",CTD_human;HPO
1.0,0.0,Biomarker,C0032460,Polycystic Ovary Syndrome,disease,polycystic ovary syndrome,5950,RBP4,retinol-binding protein 4,CTD_human,17456573,"Raised serum, adipocyte, and adipose tissue retinol-binding protein 4 in overweight women with polycystic ovary syndrome: effects of gonadal and adrenal steroids.",0.205740551713841,"Raised serum, adipocyte, and adipose tissue <span class=""gene"" id=""17456573-0-44-69"">retinol-binding protein 4</span> in overweight women with <span class=""disease"" id=""17456573-0-95-120"">polycystic ovary syndrome</span>: effects of gonadal and adrenal steroids.",CTD_human
,,Negative,MESH:D016399,,,T-cell lymphoma,347734,,SLL,,28103725,"A phase 1 study was conducted to determine the dose-limiting toxicities and maximum-tolerated dose (MTD) for bortezomib followed by romidepsin on days 1, 8, and 15 in patients with relapsed/refractory CLL/SLL or B- or T-cell lymphoma.",,,
1.0,0.0,Biomarker,C0023467,"Leukemia, Myelocytic, Acute",disease,acute myeloid leukemia,596,BCL2,Bcl2,CTD_human,23906301,Overexpression of Bcl2 protein predicts chemoresistance in acute myeloid leukemia: its correlation with FLT3.,0.231550514052555,"Overexpression of <span class=""gene"" id=""23906301-0-18-22"">Bcl2</span> protein predicts chemoresistance in <span class=""disease"" id=""23906301-0-59-81"">acute myeloid leukemia</span>: its correlation with FLT3.",CTD_human
,,Negative,MESH:D007249,,,inflammation,24179,,Agt,,28105924,"Four of them (Avpr1a, Hsd11b2, Agt, Ephx2) may provoke the hypertension development, and Mpo may contribute to insulin resistance and inflammation in the ISIAH rats.",,,
,,Negative,MESH:D009369,,,cutaneous tumor,13823,,Dal-1,,28029283,"SAMPLES 4 canine hemangiosarcoma cell lines (SB-HSA [mouse-passaged cutaneous tumor], Emma [primary metastatic brain tumor], and Frog and Dal-1 [primary splenic tumors]) and 1 nonneoplastic canine endothelial cell line (CnAoEC).",,,
,,Negative,MESH:D046152,,,GIST,3289073,,BFR14,,28021169,METHODS: Pts with D-GIST were identified either via survey from 19 FSG centers (71 pts) or as those enrolled in the BFR14 GIST trial (19 pts).,,,
,,Negative,MESH:D014899,,,Sj  gren's syndrome,695,,BTK,,28141917,"METHODS: Using intracellular flow cytometry, we quantified BTK expression and phosphorylation in subsets of peripheral blood B cells from 30 patients with rheumatoid arthritis (RA), 26 patients with primary Sj  gren's syndrome (SS), and matched healthy controls.",,,
,,Negative,MESH:C538322,,,MSI-H,2956,,MSH6,,28020315,"Tumor tissue was assessed for morphology, microsatellite instability (MSI-H), microsatellite stability (MSS), Kras and Braf mutations, and expression of mismatch repair (MMR) proteins (MSH2, MLH1, MSH6, PMS2).",,,
,,Negative,MESH:D021081,,,isoform dysregulation,13385,,PSD-95,,28126896,"Conclusions: Our findings describe a unique pathophysiology of specific PSD-95 isoform dysregulation in schizophrenia, chronic neuroleptic treatment, and a genetic lesion mouse model of drastically reduced N-methyl-d-aspartate receptor (NMDAR) complex expression.",,,
,,Negative,MESH:C565390,,,MCM,5540,,protein phosphatase 1,,28077461,"Here, we demonstrate that human RIF1 negatively regulates DNA replication by forming a complex with protein phosphatase 1 (PP1) that limits phosphorylation-mediated activation of the MCM replicative helicase.",,,
,,Negative,MESH:D009369,,,tumor,17768,,MTHFD2,,28059050,"Moreover, an implanted tumor model in mice indicated that miR-92a overexpression dramatically decreased tumor growth and MTHFD2 expression in vivo.",,,
2.0,0.0,Biomarker,C2239176,Liver carcinoma,disease,hepatocellular carcinomas,2305,FOXM1,Foxm1b,CTD_human,15082532,Foxm1b transcription factor is essential for development of hepatocellular carcinomas and is negatively regulated by the p19ARF tumor suppressor.,0.28659344282111404,"<span class=""gene"" id=""15082532-0-0-6"">Foxm1b</span> transcription factor is essential for development of <span class=""disease"" id=""15082532-0-60-85"">hepatocellular carcinomas</span> and is negatively regulated by the p19ARF tumor suppressor.",CTD_human
,,Negative,MESH:C535600,,,2-hydroxypropyl-b-cyclodextrin,7124,,TNF-a,,28033682,"This study compared the in-vitro effects of ropivacaine (ropi) in plain, liposomal (MLV) or 2-hydroxypropyl-b-cyclodextrin (HP-b-CD) formulations on cell viability, apoptosis and cytokine (IL-1a, TNF-a, IL-6 and IL-10) release.",,,
,,Negative,MESH:D020512,,,CCD,4342,,CMOS,,28134824,"A light source, e.g., a laser diode, is affixed to a movable axis and projects a random geometric shape on an image sensor (CMOS or CCD).",,,
,,Negative,MESH:D007249,,,inflammation,396880,,CXCL8,,28013313,"RESULTS: Only severe NEC cases (score of 5-6) were associated with the upregulation of genes involved in inflammation (CCL2, CCL3, CD14, CD163, CXCL8, HP, IL1B, IL1RN, IL6,IL10, NFKBIA, PTGS2 and TNFAIP3) compared to pigs that appeared healthy (score of 1-2) or showed mild NEC (score of 3-4).",,,
3.0,0.0,Biomarker,C0020538,Hypertensive disease,group,hypertension,4879,NPPB,NPPB,CTD_human,19219041,Common genetic variants at the NPPA-NPPB locus found to be associated with circulating natriuretic peptide concentrations contribute to interindividual variation in blood pressure and hypertension.,0.22095116042856305,"Common genetic variants at the NPPA-<span class=""gene"" id=""19219041-4-36-40"">NPPB</span> locus found to be associated with circulating natriuretic peptide concentrations contribute to interindividual variation in blood pressure and <span class=""disease"" id=""19219041-4-184-196"">hypertension</span>.",CTD_human
,,Negative,MESH:D054198,,,ALL,214162,,MLL,,28068328,"Translocations involving the mixed lineage leukemia-1 are recurrent events in acute leukemia and associate with lymphoid (ALL), myeloid (AML) or mixed lineage (MLL) subtypes.",,,
1.0,0.0,Biomarker,C0030567,Parkinson Disease,disease,Parkinson's disease,4217,MAP3K5,ASK1,CTD_human,21815648,Levodopa activates apoptosis signaling kinase 1 (ASK1) and promotes apoptosis in a neuronal model: implications for the treatment of Parkinson's disease.,0.203831819601666,"Levodopa activates apoptosis signaling kinase 1 (<span class=""gene"" id=""21815648-0-49-53"">ASK1</span>) and promotes apoptosis in a neuronal model: implications for the treatment of <span class=""disease"" id=""21815648-0-133-152"">Parkinson's disease</span>.",CTD_human
,,Negative,MESH:D003251,,,stenosis,963084,,CPT-11,,28133061,"The patient then received 2 courses of second line chemotherapy consisting of biweekly CPT-11; however, the tumor progressed and caused stenosis of the stomach.",,,
,,Negative,MESH:D009369,,,tumor,12306,,ANXA2,,28032857,The integration from our omics-based research provides a four molecular pathway foundation (ANXA2/HMGA1/POU3F1; NFRSF13/GSN; TMOD3/RAI14/VWF; and PLAT/PLAU) behind HO-1 regulation of tumor cytoskeletal cell compartments.,,,
1.0,0.0,Biomarker,C0017636,Glioblastoma,disease,GBM,8425,LTBP4,LTBP4,CTD_human,27270107,"In recurrent GBM with wild-type IDH1, high LTBP4 expression is associated with worse prognosis, highlighting the TGF-? pathway as a potential therapeutic target in GBM.",0.2,"In recurrent <span class=""disease"" id=""27270107-8-13-16"">GBM</span> with wild-type IDH1, high <span class=""gene"" id=""27270107-8-43-48"">LTBP4</span> expression is associated with worse prognosis, highlighting the TGF-&beta; pathway as a potential therapeutic target in <span class=""disease"" id=""27270107-8-164-167"">GBM</span>.",CTD_human
1.0,0.0,Biomarker,C0004352,Autistic Disorder,disease,autism,3198,HOXA1,HOXA1,CTD_human,11091361,"The results support a role for HOXA1 in susceptibility to autism, and add to the existing body of evidence implicating early brain stem injury in the etiology of ASDs.",0.21001951056930804,"The results support a role for <span class=""gene"" id=""11091361-11-31-36"">HOXA1</span> in susceptibility to <span class=""disease"" id=""11091361-11-58-64"">autism</span>, and add to the existing body of evidence implicating early brain stem injury in the etiology of ASDs.",CTD_human
2.0,0.0,Biomarker,C0038220,Status Epilepticus,disease,SE,4803,NGF,NGF,CTD_human,8635431,We studied the effects of status epilepticus (SE) induced by lithium chloride/pilocarpine treatment on gene expression of neurotrophins of the nerve growth factor (NGF) family and of their high-affinity receptors of the tyrosine protein kinase (trk) family in the forebrain.,0.2,"We studied the effects of <span class=""disease"" id=""8635431-1-26-44"">status epilepticus</span> (<span class=""disease"" id=""8635431-1-46-48"">SE</span>) induced by lithium chloride/pilocarpine treatment on gene expression of neurotrophins of the <span class=""gene"" id=""8635431-1-143-162"">nerve growth factor</span> (<span class=""gene"" id=""8635431-1-164-167"">NGF</span>) family and of their high-affinity receptors of the tyrosine protein kinase (trk) family in the forebrain.",CTD_human
,,Negative,MESH:D014849,,,Waardenburg syndrome,18505,,Pax3,,28043919,"Dense mapping using interval markers narrowed the locus down to a 670-kbp region, containing four genes including Pax3, a gene known to be implicated in the types I and III Waardenburg syndrome.",,,
,,Negative,MESH:D010146,,,pain,24494,,IL-1b,,28068647,"In addition, the paw edema, pain score, pro-inflammatory cytokines (IL-1b and TNFa) and articular elastase activity were found significantly reduced in berberine (50mg/kgb  wt) administered MSU crystal-induced rats.",,,
,,Negative,MESH:D011658,,,pulmonary fibrosis,24498,,IL-6,,28115235,"Pirfenidone, a recently approved treatment for idiopathic pulmonary fibrosis (IPF), significantly counteracted bleomycin-induced pro-fibrotic genes expression, but did not exert significant effects on IL-1b and IL-6.",,,
,,Negative,MESH:D056889,,,BTHS,855969,,Odc1p,,28188263,"Here, we show that overexpressing Odc1p, a conserved oxodicarboxylic acid carrier located in the mitochondrial inner membrane, fully restores oxidative phosphorylation in a yeast model (taz1  ) of BTHS.",,,
2.0,3.0,Biomarker,C3714756,Intellectual Disability,group,mental retardation,2332,FMR1,FMR1,CTD_human,20425835,"FMR1 gene expansion, large deletion of Xp, and skewed X-inactivation in a girl with mental retardation and autism.",0.256232858499782,"<span class=""gene"" id=""20425835-0-0-4"">FMR1</span> gene expansion, large deletion of Xp, and skewed X-inactivation in a girl with <span class=""disease"" id=""20425835-0-84-102"">mental retardation</span> and autism.",CTD_human
9.0,1.0,Biomarker,C0001815,Primary Myelofibrosis,disease,CIMF,3717,JAK2,Janus kinase 2,CTD_human,16951397,At the fore front of these advances is the discovery that 35%-55% of patients with CIMF harbor mutations in the Janus kinase 2 tyrosine kinase gene.,0.381891422860773,"At the fore front of these advances is the discovery that 35%-55% of patients with <span class=""disease"" id=""16951397-3-83-87"">CIMF</span> harbor mutations in the <span class=""gene"" id=""16951397-3-112-126"">Janus kinase 2</span> tyrosine kinase gene.",CTD_human
,,Negative,MESH:C566610,,,axis,83430;16171,,IL-23/IL-17,,28191009,"In tumor tissue of p47phox-/- mice, the IL-23/IL-17 axis was crucially hampered.",,,
,,Negative,MESH:C536108,,,aminopeptidase N,59272,,angiotensin-converting enzyme-2,,28174624,"BACKGROUND: Serum peptidases, such as angiotensin-converting enzyme (ACE), angiotensin-converting enzyme-2 (ACE2), neutral endopeptidase (NEP), aminopeptidase N (APN), and aminopeptidase A (APA), are important elements of the renin-angiotensin system (RAS).",,,
,,Negative,MESH:D009336,,,necrosis,25325,,IL-10,,28086121,"The animals were killed 7days after the treatments, and the mandibles were histologically processed to assess morphological and immunohistochemical profile, while gingival tissues were removed for quantification of tumor necrosis factor (TNF)-a, interleukin (IL-)1b and IL-10 expression (by ELISA).",,,
64.0,0.0,Biomarker,C0002871,Anemia,disease,anaemia,2056,EPO,EPO,CTD_human,1982298,These findings indicate that the anaemia induced by gentamicin is due not only to a deficiency of EPO but also to an enhancement of fragility of erythrocytes in an azotaemic environment.,0.240919935470435,"These findings indicate that the <span class=""disease"" id=""1982298-6-33-40"">anaemia</span> induced by gentamicin is due not only to a deficiency of <span class=""gene"" id=""1982298-6-98-101"">EPO</span> but also to an enhancement of fragility of erythrocytes in an azotaemic environment.",CTD_human
,,Negative,MESH:D009336,,,necrosis,18613,,CD31,,28058713,"METHODS: In a mouse model of HCC, effects of sorafenib were determined by tumor size, RFA-induced necrosis area (triphenyltetrazolium chloride staining), microvascular density (MVD; 4',6-diamidino-2-phenylindole and anti-CD31 antibody staining), and tumor perfusion (magnetic resonance imaging).",,,
,,Negative,MESH:D001943,,,breast cancer,57276,,CTX,,28056464,"METHODS: Murine EMT-6/P breast cancer, or its cisplatin or CTX-resistant variants, or CT-26 colon, were implanted into Balb/c mice.",,,
1.0,1.0,Biomarker,C0338451,Frontotemporal dementia,disease,frontotemporal dementia,5663,PSEN1,PSEN1,CTD_human,11094121,The authors conclude that PSEN1 mutations can be associated with clinical features of frontotemporal dementia.,0.609484412378199,"The authors conclude that <span class=""gene"" id=""11094121-4-26-31"">PSEN1</span> mutations can be associated with clinical features of <span class=""disease"" id=""11094121-4-86-109"">frontotemporal dementia</span>.",CTD_human;HPO;UNIPROT
96.0,174.0,Biomarker,C0019202,Hepatolenticular Degeneration,disease,Wilson's disease,540,ATP7B,ATP7B,CTD_human,23789284,Mutational analysis of ATP7B gene and the genotype-phenotype correlation in patients with Wilson's disease in Serbia.,0.8857694202755161,"Mutational analysis of <span class=""gene"" id=""23789284-0-23-28"">ATP7B</span> gene and the genotype-phenotype correlation in patients with <span class=""disease"" id=""23789284-0-90-106"">Wilson's disease</span> in Serbia.",CTD_human;ORPHANET;UNIPROT
